mse_id,udyam_no,enterprise_name,org_type,gender_owner,social_category,specially_abled,state,district,pin_code,nic_5digit,major_activity,classification,employees,investment_lakh,description,products,ondc_domain,b2b_or_b2c,current_business_state,has_gstin,has_pan,has_catalogue,has_devices,has_printer,workshop_interest,language,mobile_number
MSE-00077,UDYAM-HR-03-1664447,Jrd Equipments Pvt Ltd,Private Limited Company,Male,General,No,Haryana,Kaithal,234283,24202,Manufacturing,Small,15,45.0,"Small unit making industrial fittings, machine parts and fasteners. Quality products at wholesale rates.",industrial fittings|machine parts|fasteners,RET1B,B2C,Only offline,No,Yes,No,Yes,Yes,Yes,mr,9971764095
MSE-00078,UDYAM-RJ-30-6369088,The Glam Fact,Proprietary,Male,General,No,Rajasthan,Dungarpur,371300,20237,Manufacturing,Micro,1,1.0,हम attar perfumes और ayurvedic cosmetics बनाते हैं। हमारा काम Dungarpur में है और हम ऑनलाइन बेचना चाहते हैं।,attar perfumes|ayurvedic cosmetics|hair oil,RET13,B2C,Both,Yes,No,No,Yes,No,Yes,hi,9279655921
MSE-00079,UDYAM-UK-22-6552705,Gita Led Lights,Proprietary,Male,ST,No,Uttarakhand,Dehradun,795058,27400,Manufacturing,Micro,5,4.0,"Hum Dehradun mein irons aur fans banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",irons|fans|mixer grinders,RET15,B2C,Only offline,No,Yes,No,No,Yes,Yes,hi,9194834616
MSE-00080,UDYAM-GJ-07-2721920,Gurudatta Sales Corporation,Proprietary,Male,OBC,No,Gujarat,Rajkot,299868,56291,Services,Small,4,40.0,"Hum Rajkot mein sweets aur catering food banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",sweets|catering food|snacks,RET11,Both,Only offline,No,Yes,No,No,No,No,hi,9568570119
MSE-00081,UDYAM-BR-26-9812166,Shree Ganesh General Stores,Proprietary,Male,General,No,Bihar,Darbhanga,694546,56291,Services,Micro,1,2.0,"Hum Darbhanga mein snacks aur beverages banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",snacks|beverages|tiffin meals,RET11,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9406490003
MSE-00082,UDYAM-DL-08-3719795,Agarbati  Stick,Proprietary,Male,SC,No,Delhi,West,519907,16294,Manufacturing,Micro,2,3.0,"Hum West mein cookware aur brass handicrafts banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",cookware|brass handicrafts|curtains,RET16,B2B,Only offline,No,Yes,Yes,Yes,Yes,Yes,mr,9722362045
MSE-00083,UDYAM-TG-19-7168086,Rohilagad Agro Export,Proprietary,Male,General,No,Telangana,Mahabubabad,838606,56291,Services,Micro,5,1.0,We manufacture sweets and tiffin meals in Mahabubabad. Supplying to local shops and traders for over 17 years.,sweets|tiffin meals|beverages,RET11,Both,Only offline,No,Yes,No,Yes,No,No,kn,9223439945
MSE-00084,UDYAM-MH-05-5692439,I A Textiles,Proprietary,Male,General,No,Maharashtra,Raigad,219272,13121,Manufacturing,Micro,4,20.0,हम denim jeans और kids garments बनाते हैं। हमारा काम Raigad में है और हम ऑनलाइन बेचना चाहते हैं।,denim jeans|kids garments|artificial jewellery,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,gu,9277465773
MSE-00085,UDYAM-MH-16-4247914,Shri Gajanan Maharaj Pavbhaji Corner,Proprietary,Male,General,No,Maharashtra,Nashik,460487,56291,Services,Micro,1,1.0,हम snacks और tiffin meals बनाते हैं। हमारा काम Nashik में है और हम ऑनलाइन बेचना चाहते हैं।,snacks|tiffin meals|sweets,RET11,Both,Only offline,No,Yes,Yes,Yes,No,Yes,en,9786041197
MSE-00086,UDYAM-HR-16-0253296,Geeta Sadi Center,Proprietary,Male,General,No,Haryana,Hisar,241083,14101,Services,Micro,1,1.0,"Small unit making handbags, artificial jewellery and cotton sarees. Quality products at wholesale rates.",handbags|artificial jewellery|cotton sarees,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,kn,9365499922
MSE-00087,UDYAM-OD-02-4160481,Cake King Bakers,Proprietary,Male,General,No,Odisha,Cuttack,687694,10712,Services,Micro,2,2.0,"Small unit making masala powders, jaggery and ghee. Quality products at wholesale rates.",masala powders|jaggery|ghee,RET10,B2C,Only online,No,Yes,Yes,Yes,No,Yes,bn,9376417375
MSE-00088,UDYAM-MH-20-4305038,Vedant Milk Centre,Proprietary,Male,General,No,Maharashtra,Wardha,607075,10509,Services,Micro,1,5.0,"Humari unit masala powders banati hai. 14 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",masala powders|spices|jaggery,RET10,B2C,Only offline,Yes,Yes,No,Yes,Yes,Yes,mr,9542883507
MSE-00089,UDYAM-BR-32-9762127,Sasha International,Proprietary,Male,General,No,Bihar,Bhagalpur,576289,20119,Manufacturing,Micro,2,15.0,"Humari unit attar perfumes banati hai. 4 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",attar perfumes|face creams|herbal soaps,RET13,B2B,Only offline,Yes,Yes,Yes,Yes,Yes,No,en,9854290554
MSE-00090,UDYAM-HR-16-8281671,Patsan Particle Board And Furniture Industries,Proprietary,Male,General,No,Haryana,Karnal,132371,31003,Manufacturing,Small,8,250.0,We manufacture home decor items and cookware in Karnal. Supplying to local shops and traders for over 13 years.,home decor items|cookware|bedsheets,RET16,B2C,Only offline,No,No,No,Yes,No,Yes,hi,9143485209
MSE-00091,UDYAM-AP-07-3610838,Sunita  General Store,Proprietary,Female,General,No,Andhra Pradesh,Palnadu,484378,10614,Services,Micro,2,2.0,We manufacture atta and dry fruits in Palnadu. Supplying to local shops and traders for over 8 years.,atta|dry fruits|pickles,RET10,Both,Only offline,No,Yes,Yes,Yes,No,Yes,mr,9509219811
MSE-00092,UDYAM-MP-02-0102749,Shivam Bike Point Servicing Center,Proprietary,Male,General,No,Madhya Pradesh,Vidisha,784011,29304,Manufacturing,Micro,5,8.0,We manufacture car care products and two-wheeler accessories in Vidisha. Supplying to local shops and traders for over 3 years.,car care products|two-wheeler accessories|engine components,RET1A,B2C,Only offline,Yes,No,Yes,Yes,No,Yes,gu,9495466046
MSE-00093,UDYAM-MH-03-2627444,Sushila Dolse,Proprietary,Female,SC,No,Maharashtra,Osmanabad,362567,56292,Services,Micro,4,5.0,We manufacture beverages and snacks in Osmanabad. Supplying to local shops and traders for over 10 years.,beverages|snacks|catering food,RET11,B2C,Both,No,Yes,No,No,No,Yes,hi,9397676509
MSE-00094,UDYAM-WB-31-0953640,M/S. Hahami Handicrafts Center,Proprietary,Male,ST,No,West Bengal,North 24 Praganas,679203,16299,Manufacturing,Micro,2,1.0,We manufacture bedsheets and brass handicrafts in North 24 Praganas. Supplying to local shops and traders for over 13 years.,bedsheets|brass handicrafts|stationery,RET16,Both,Both,Yes,Yes,Yes,Yes,No,No,en,9101050133
MSE-00095,UDYAM-OD-29-8983841,Bandhuprem Industries,Proprietary,Male,General,No,Odisha,Bhadrak,546858,25999,Manufacturing,Micro,2,3.0,We manufacture fasteners and machine parts in Bhadrak. Supplying to local shops and traders for over 20 years.,fasteners|machine parts|steel fabrication,RET1B,B2C,Only offline,No,Yes,No,Yes,Yes,Yes,hi,9358768036
MSE-00096,UDYAM-AP-04-3989294,Shusma Fast Food,Proprietary,Male,General,No,Andhra Pradesh,Y.S.R,652465,56101,Services,Micro,3,3.0,Shusma Fast Food is a micro enterprise producing bakery items. We want to sell online across India.,bakery items|sweets|beverages,RET11,B2B,Only offline,Yes,Yes,No,Yes,No,No,kn,9869400314
MSE-00097,UDYAM-AP-17-5510313,Premerlites,Partnership,Male,General,No,Andhra Pradesh,Guntur,701780,27320,Manufacturing,Micro,7,14.0,"Small unit making mixer grinders, fans and kitchen appliances. Quality products at wholesale rates.",mixer grinders|fans|kitchen appliances,RET15,B2C,Both,Yes,Yes,Yes,Yes,No,Yes,en,9278621486
MSE-00098,UDYAM-BR-17-2355955,H.K.Enterprises,Proprietary,Male,SC,No,Bihar,Patna,285915,14102,Services,Micro,5,2.0,हम cotton sarees और leather footwear बनाते हैं। हमारा काम Patna में है और हम ऑनलाइन बेचना चाहते हैं।,cotton sarees|leather footwear|kids garments,RET12,B2C,Only offline,Yes,No,No,Yes,Yes,Yes,hi,9922902588
MSE-00099,UDYAM-TN-15-5622846,Kshitij Solutions,Proprietary,Male,General,No,Tamil Nadu,Tirunelveli,217248,26109,Manufacturing,Micro,1,1.0,"Hum Tirunelveli mein CCTV cameras aur speakers banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",CCTV cameras|speakers|mobile accessories,RET14,B2C,Only offline,No,Yes,No,Yes,No,No,hi,9363504349
MSE-00100,UDYAM-TN-17-3052299,Mahakali Welding Works,Proprietary,Male,OBC,No,Tamil Nadu,Tiruppur,119218,28191,Manufacturing,Micro,2,2.0,"Hum Tiruppur mein fasteners aur machine parts banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",fasteners|machine parts|hand tools,RET1B,B2B,Only offline,No,No,Yes,Yes,No,Yes,mr,9822204895
MSE-00101,UDYAM-MH-05-3113375,Surya Infrastructure,Partnership,Female,General,No,Maharashtra,Pune,696768,25111,Manufacturing,Micro,4,4.0,हम machine parts और fasteners बनाते हैं। हमारा काम Pune में है और हम ऑनलाइन बेचना चाहते हैं।,machine parts|fasteners|steel fabrication,RET1B,B2C,Only offline,No,Yes,No,No,Yes,Yes,hi,9610513931
MSE-00102,UDYAM-WB-16-4188069,Swastik Files,Proprietary,Female,General,No,West Bengal,Jalpaiguri,117242,17095,Manufacturing,Micro,16,20.0,"Hum Jalpaiguri mein curtains aur home decor items banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",curtains|home decor items|stationery,RET16,Both,Both,Yes,No,No,Yes,No,Yes,te,9363965307
MSE-00103,UDYAM-TN-28-4762821,Jadhav Pithachi Girni,Proprietary,Male,General,No,Tamil Nadu,Tiruppur,388621,10796,Manufacturing,Micro,5,5.0,"Humari unit pickles banati hai. 6 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",pickles|spices|papad,RET10,B2C,Only offline,No,Yes,No,No,No,No,hi,9637987563
MSE-00104,UDYAM-PB-17-5890932,Poonam Readymade Garments,Proprietary,Female,OBC,No,Punjab,Firozepur,457950,14101,Manufacturing,Micro,2,2.0,"Hum Firozepur mein kids garments aur cotton sarees banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",kids garments|cotton sarees|handbags,RET12,Both,Only offline,No,Yes,No,Yes,No,No,kn,9239648210
MSE-00105,UDYAM-BR-09-4773817,Chandrashekhar Enterprises,Proprietary,Female,General,No,Bihar,Nalanda,243986,10799,Services,Micro,2,2.0,We manufacture namkeen and dry fruits in Nalanda. Supplying to local shops and traders for over 4 years.,namkeen|dry fruits|papad,RET10,B2B,Both,No,Yes,No,No,No,Yes,te,9928476227
MSE-00106,UDYAM-MP-32-5327803,Sai Tulsi Restaurant,Proprietary,Male,OBC,No,Madhya Pradesh,Dhar,647296,56101,Manufacturing,Small,8,30.0,हम bakery items और sweets बनाते हैं। हमारा काम Dhar में है और हम ऑनलाइन बेचना चाहते हैं।,bakery items|sweets|beverages,RET11,B2C,Only offline,No,Yes,No,No,No,Yes,hi,9842238077
MSE-00107,UDYAM-WB-27-5833026,Mansi Art,Proprietary,Female,General,No,West Bengal,West Medinipur,650547,32120,Manufacturing,Micro,6,7.0,Mansi Art is a micro enterprise producing denim jeans. We want to sell online across India.,denim jeans|leather footwear|cotton sarees,RET12,B2C,Both,No,Yes,No,Yes,No,Yes,en,9410543262
MSE-00108,UDYAM-GJ-29-5257832,Tanvi Ladies Tailor,Proprietary,Female,SC,No,Gujarat,Sabar Kantha,769088,14109,Manufacturing,Micro,1,1.0,Tanvi Ladies Tailor is a micro enterprise producing kids garments. We want to sell online across India.,kids garments|handbags|denim jeans,RET12,B2C,Both,No,Yes,No,No,No,Yes,mr,9820323454
MSE-00109,UDYAM-DL-15-9519064,Chetana Tailoring Work Mandhal,Proprietary,Female,General,No,Delhi,North West,469172,14105,Services,Micro,2,1.0,हम kurtis और kids garments बनाते हैं। हमारा काम North West में है और हम ऑनलाइन बेचना चाहते हैं।,kurtis|kids garments|leather footwear,RET12,B2C,Only offline,Yes,Yes,No,Yes,Yes,Yes,hi,9474757684
MSE-00110,UDYAM-MP-24-0777225,Shifa Kirana And General Stores,Proprietary,Female,General,No,Madhya Pradesh,Ujjain,312287,56292,Services,Micro,2,1.0,"Hum Ujjain mein bakery items aur sweets banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",bakery items|sweets|tiffin meals,RET11,B2C,Only offline,No,Yes,No,Yes,Yes,No,en,9915352190
MSE-00111,UDYAM-GJ-18-3809094,Siddharth Sales Corporation,Partnership,Male,General,No,Gujarat,Surat,208906,22209,Manufacturing,Micro,5,13.0,"Small unit making bedsheets, wooden furniture and brass handicrafts. Quality products at wholesale rates.",bedsheets|wooden furniture|brass handicrafts,RET16,B2B,Only offline,Yes,Yes,No,No,No,No,kn,9486172694
MSE-00112,UDYAM-PB-19-3029949,Dream Waves Enterprises,Proprietary,Male,SC,No,Punjab,Ludhiana,147046,14301,Services,Micro,2,4.0,We manufacture kids garments and artificial jewellery in Ludhiana. Supplying to local shops and traders for over 15 years.,kids garments|artificial jewellery|cotton sarees,RET12,Both,Only offline,No,Yes,Yes,Yes,Yes,Yes,en,9765254384
MSE-00113,UDYAM-UP-08-8070213,Alka Santosh Dhuru,Proprietary,Male,General,No,Uttar Pradesh,Pratapgarh,561087,32409,Services,Micro,1,1.0,"Humari unit soft toys banati hai. 20 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",soft toys|educational toys|wooden toys,RET17,B2B,Only offline,Yes,Yes,Yes,Yes,No,No,hi,9407760239
MSE-00114,UDYAM-MH-04-3921458,Iyengar Cake Palace,Proprietary,Male,General,No,Maharashtra,Nashik,309741,10712,Manufacturing,Micro,4,1.0,"Hum Nashik mein namkeen aur jaggery banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",namkeen|jaggery|papad,RET10,Both,Only offline,Yes,Yes,No,Yes,No,No,kn,9633211103
MSE-00115,UDYAM-MP-06-0395594,Sound Beats Decoration,Proprietary,Male,General,No,Madhya Pradesh,Indore,318719,26405,Services,Micro,2,2.0,"Humari unit computer peripherals banati hai. 20 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",computer peripherals|CCTV cameras|mobile accessories,RET14,B2C,Only offline,No,Yes,No,Yes,No,Yes,gu,9847573977
MSE-00116,UDYAM-MH-01-0680821,Shri Krushna Jewellers,Proprietary,Female,General,No,Maharashtra,Kolhapur,512194,32111,Services,Micro,3,8.0,Shri Krushna Jewellers is a micro enterprise producing kurtis. We want to sell online across India.,kurtis|leather footwear|cotton sarees,RET12,B2C,Both,No,No,No,Yes,No,No,kn,9706178430
MSE-00117,UDYAM-MH-05-3345961,Swami Samartha Mess,Proprietary,Male,General,No,Maharashtra,Thane,597049,10750,Services,Micro,7,2.0,Swami Samartha Mess is a micro enterprise producing namkeen. We want to sell online across India.,namkeen|jaggery|spices,RET10,Both,Only offline,No,Yes,Yes,No,Yes,Yes,hi,9152588463
MSE-00118,UDYAM-AP-03-2692965,Big Bazzar  Hosiery,Proprietary,Male,OBC,No,Andhra Pradesh,Tirupati,646680,13999,Manufacturing,Micro,2,5.0,हम kurtis और leather footwear बनाते हैं। हमारा काम Tirupati में है और हम ऑनलाइन बेचना चाहते हैं।,kurtis|leather footwear|handbags,RET12,B2C,Both,Yes,Yes,Yes,Yes,Yes,Yes,kn,9888446965
MSE-00119,UDYAM-OD-34-9874465,Patil Kirana Store,Proprietary,Female,General,No,Odisha,Bhadrak,622978,56291,Services,Micro,2,10.0,"Humari unit sweets banati hai. 14 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",sweets|tiffin meals|bakery items,RET11,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,kn,9650804647
MSE-00120,UDYAM-MH-27-3662921,Sa Business Solutions And Services,Proprietary,Female,General,No,Maharashtra,Thane,612168,26201,Services,Micro,2,2.0,Sa Business Solutions And Services is a micro enterprise producing CCTV cameras. We want to sell online across India.,CCTV cameras|computer peripherals|speakers,RET14,B2B,Only offline,Yes,Yes,Yes,Yes,No,Yes,ta,9108117513
MSE-00121,UDYAM-GJ-15-6154809,Trend Setters,Proprietary,Male,General,No,Gujarat,Arvalli,707169,13999,Services,Micro,1,3.0,"Small unit making kids garments, handbags and kurtis. Quality products at wholesale rates.",kids garments|handbags|kurtis,RET12,B2B,Only online,No,No,Yes,Yes,No,No,kn,9299764416
MSE-00122,UDYAM-GJ-24-4280573,Shrushti Enterprises,Proprietary,Male,General,No,Gujarat,Rajkot,734432,10734,Manufacturing,Micro,2,4.0,"Hum Rajkot mein spices aur ghee banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",spices|ghee|papad,RET10,B2C,Only offline,No,No,Yes,Yes,No,Yes,kn,9512177359
MSE-00123,UDYAM-KA-30-0225155,Shri Dudheshwer Dudh Sanklan And Shitkaran Kendra,Proprietary,Male,General,No,Karnataka,Mandya,846204,10501,Services,Micro,4,7.0,We manufacture papad and spices in Mandya. Supplying to local shops and traders for over 17 years.,papad|spices|ghee,RET10,B2B,Only offline,No,Yes,No,Yes,No,Yes,hi,9372828206
MSE-00124,UDYAM-UP-17-2102349,Kalikamata Mahila Swayamsahayyata Bachat Gat,Self Help Group,Female,OBC,No,Uttar Pradesh,Hardoi,383174,56210,Services,Micro,1,1.0,We manufacture snacks and catering food in Hardoi. Supplying to local shops and traders for over 14 years.,snacks|catering food|sweets,RET11,B2C,Only offline,Yes,No,No,Yes,Yes,Yes,bn,9964120583
MSE-00125,UDYAM-WB-31-6930600,Prajyot Engineering Works.,Proprietary,Male,General,No,West Bengal,Purba Bardhaman,526544,23922,Services,Micro,3,9.0,"Humari unit paints banati hai. 10 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",paints|cement blocks|electrical wiring,RET1C,B2B,Only offline,No,Yes,Yes,No,No,No,hi,9284081636
MSE-00126,UDYAM-MH-12-4354865,Vaishnavi Collection Dindrud,Proprietary,Male,General,No,Maharashtra,Washim,473492,14101,Services,Small,4,25.0,"Small unit making handbags, denim jeans and kurtis. Quality products at wholesale rates.",handbags|denim jeans|kurtis,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9280264552
MSE-00127,UDYAM-GJ-25-5417511,I Organic,Proprietary,Male,General,No,Gujarat,Ahmadabad,327631,20297,Manufacturing,Micro,5,5.0,I Organic is a micro enterprise producing face creams. We want to sell online across India.,face creams|ayurvedic cosmetics|attar perfumes,RET13,B2C,Only online,Yes,Yes,No,Yes,Yes,Yes,hi,9424842434
MSE-00128,UDYAM-AP-30-5360465,Mishika,Proprietary,Male,General,No,Andhra Pradesh,Eluru,784234,56292,Services,Micro,9,3.0,"Humari unit bakery items banati hai. 17 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",bakery items|tiffin meals|beverages,RET11,B2C,Only offline,Yes,Yes,No,No,Yes,Yes,te,9105554776
MSE-00129,UDYAM-KL-12-4318476,Alok Trading Company,Proprietary,Male,OBC,No,Kerala,Kozhikode,123507,56291,Services,Micro,2,2.0,We manufacture tiffin meals and catering food in Kozhikode. Supplying to local shops and traders for over 14 years.,tiffin meals|catering food|bakery items,RET11,B2C,Only offline,No,Yes,Yes,Yes,Yes,No,mr,9862636138
